1,1,17.64,105.3,64.435,78.084,22.0,-1,-1,-1
1,2,118.678,73.008,46.697,66.816,22.0,-1,-1,-1
1,3,263.179,109.98,49.244995,74.55601,22.0,-1,-1,-1
1,4,306.005,177.984,46.010986,66.996,22.0,-1,-1,-1
1,5,316.834,208.044,56.00699,72.79199,22.0,-1,-1,-1
1,6,245.98,170.28,51.793015,84.312,22.0,-1,-1,-1
2,6,244.167,154.8,54.83101,86.724,22.0,-1,-1,-1
2,7,34.398,83.052,58.555004,81.68399,22.0,-1,-1,-1
2,8,121.569,47.916,45.324997,67.608,22.0,-1,-1,-1
2,9,185.024,79.524,70.903,79.48799,22.0,-1,-1,-1
2,10,293.118,81.54,48.705994,93.38401,22.0,-1,-1,-1
2,11,321.44,177.66,49.931,81.17999,22.0,-1,-1,-1
3,11,327.467,154.728,45.815002,83.772,22.0,-1,-1,-1
3,12,53.9,41.436,39.788002,56.34,22.0,-1,-1,-1
3,13,68.6,77.256,48.265,72.79201,22.0,-1,-1,-1
3,14,146.069,30.96,43.31601,66.096,22.0,-1,-1,-1
3,15,207.515,72.0,58.947006,64.584,22.0,-1,-1,-1
3,16,255.878,130.176,48.559006,85.42801,22.0,-1,-1,-1
3,17,345.009,66.636,44.148987,86.65199,22.0,-1,-1,-1
3,18,363.923,158.616,46.990997,91.368,22.0,-1,-1,-1
4,19,83.986,42.012,53.017998,56.988,22.0,-1,-1,-1
4,20,240.737,57.384,52.479004,74.556,22.0,-1,-1,-1
4,21,390.824,57.708,52.136017,78.948006,22.0,-1,-1,-1
4,22,392.784,146.16,51.205017,90.324005,22.0,-1,-1,-1
4,23,98.833,65.844,49.146996,69.516,22.0,-1,-1,-1
5,23,107.898,71.712,57.036003,63.9,22.0,-1,-1,-1
5,24,-0.098,57.852,40.033,72.972,22.0,-1,-1,-1
5,25,192.913,20.664,42.14,70.452,22.0,-1,-1,-1
5,26,414.736,148.824,43.610016,85.716,22.0,-1,-1,-1
5,27,427.182,61.884,53.75299,69.51599,22.0,-1,-1,-1
5,28,254.506,56.988,60.07399,69.192,22.0,-1,-1,-1
6,28,272.097,59.724,54.929016,78.40799,22.0,-1,-1,-1
6,29,120.834,34.524,54.292007,64.08,22.0,-1,-1,-1
6,30,209.573,18.972,48.363007,74.556,22.0,-1,-1,-1
4,31,267.05,120.96,55.272003,83.628,22.0,-1,-1,-1
5,31,269.206,120.564,55.320984,82.22399,22.0,-1,-1,-1
6,31,271.95,113.4,56.300995,86.939995,22.0,-1,-1,-1
7,31,289.982,111.276,46.15799,85.175995,22.0,-1,-1,-1
7,32,11.466,47.484,69.041,70.812,22.0,-1,-1,-1
7,33,142.59,67.5,53.067,73.368,22.0,-1,-1,-1
7,34,230.888,19.044,56.93799,80.1,22.0,-1,-1,-1
7,35,292.922,57.204,57.820007,76.968,22.0,-1,-1,-1
4,36,340.648,142.416,51.35199,89.856,22.0,-1,-1,-1
5,36,343.588,150.984,51.743988,80.892,22.0,-1,-1,-1
6,36,349.713,148.32,59.632996,88.59601,22.0,-1,-1,-1
7,36,354.368,148.86,62.523987,80.06401,22.0,-1,-1,-1
8,36,375.928,147.744,48.95099,86.868,22.0,-1,-1,-1
8,37,7.007,99.0,41.993,69.01199,22.0,-1,-1,-1
8,38,59.976,57.096,54.782,73.44001,22.0,-1,-1,-1
8,39,172.48,58.32,52.871002,84.16801,22.0,-1,-1,-1
8,40,272.244,15.444,43.217987,85.896,22.0,-1,-1,-1
8,41,316.883,107.172,46.599,83.268005,22.0,-1,-1,-1
8,42,328.104,63.936,46.304993,85.895996,22.0,-1,-1,-1
6,43,445.361,145.512,44.29599,84.024,22.0,-1,-1,-1
7,43,462.413,150.12,27.929993,83.196,22.0,-1,-1,-1
8,43,464.128,151.74,25.87201,82.188,22.0,-1,-1,-1
9,43,456.435,152.064,32.339996,80.784,22.0,-1,-1,-1
9,44,98.98,55.008,51.98899,78.98401,22.0,-1,-1,-1
9,45,228.977,61.992,54.978012,78.98399,22.0,-1,-1,-1
9,46,337.022,21.996,48.01999,69.012,22.0,-1,-1,-1
9,47,371.91,112.572,46.64801,101.232,22.0,-1,-1,-1
9,48,411.943,140.724,67.42401,88.308,22.0,-1,-1,-1
10,49,101.283,94.032,58.702003,79.2,22.0,-1,-1,-1
10,50,133.672,50.112,53.507996,75.024,22.0,-1,-1,-1
10,51,273.861,71.496,66.88501,80.388,22.0,-1,-1,-1
10,52,409.787,24.912,42.532013,71.172,22.0,-1,-1,-1
11,53,185.465,60.48,52.724,70.09201,22.0,-1,-1,-1
11,54,320.166,56.376,57.918,94.75199,22.0,-1,-1,-1
9,55,348.047,66.924,67.179016,87.012,22.0,-1,-1,-1
10,55,340.305,63.756,80.703,94.06801,22.0,-1,-1,-1
11,55,328.79,63.576,77.518005,96.04799,22.0,-1,-1,-1
12,55,337.806,74.988,48.313995,81.684,22.0,-1,-1,-1
12,56,195.167,69.156,57.673004,73.799995,22.0,-1,-1,-1
13,56,207.809,67.32,52.96901,79.38,22.0,-1,-1,-1
12,57,367.451,50.4,40.131012,81.50399,22.0,-1,-1,-1
13,57,362.208,72.648,42.972992,75.743996,22.0,-1,-1,-1
14,57,363.482,83.124,44.68799,85.644005,22.0,-1,-1,-1
14,58,412.482,66.672,39.98401,78.731995,22.0,-1,-1,-1
14,59,224.371,80.46,39.64099,81.936,22.0,-1,-1,-1
